Dataset,Sample index,True class,Predicted class,True class name,Predicted class name,Correct,Method,Top features,Jaccard@10,Spearman,Cosine
Fused pseudo sensitivity,89,12,12,a310logger,a310logger,True,LIME,memory__total_processes=0.0359541; disk__path_len=0.0328348; disk__parent_is_i386=0.0260304; disk__parent_size=0.0241975; disk__size_delta=0.0144839; disk__parent_sections=0.0107496; memory__modules_count=0.0103482; network__n_public_ips=0.00864164; memory__n_created_tmp=0.00743167; network__n_public_service_domains=0.00722406,0.5001831501831502,0.45448051948051954,0.6187296757655144
Fused pseudo sensitivity,89,12,12,a310logger,a310logger,True,SRC,disk__parent_sections=0.197127; memory__total_processes=0.178195; disk__path_len=0.124703; disk__parent_is_i386=0.122393; network__avg_domain_len=0.0988939; memory__n_registry_hklm=0.0896906; network__domains_per_conn=0.0856502; network__n_public_service_domains=0.0823666; memory__path_entropy=0.0737788; disk__parent_size=0.0735694,0.7317141192141192,0.7512337662337663,0.9170696437305901
Fused pseudo sensitivity,91,12,12,a310logger,a310logger,True,SHAP,disk__parent_size=0.196077; disk__path_len=0.122487; disk__parent_is_i386=0.0798986; disk__size_delta=0.0712179; memory__total_processes=0.0555601; disk__parent_sections=0.0528016; memory__n_created_dll=0.0321387; network__domains_per_conn=0.028886; memory__n_created_tmp=0.0227612; memory__n_registry_hklm=0.0212934,0.8833333333333332,0.9308441558441558,0.9630107677635168
Fused pseudo sensitivity,91,12,12,a310logger,a310logger,True,LIME,disk__path_len=0.0378119; disk__parent_size=0.0347097; memory__total_processes=0.0345028; disk__parent_is_i386=0.026924; disk__size_delta=0.0245187; disk__parent_sections=0.0147358; memory__n_created_dll=0.014375; network__avg_domain_len=0.0103059; network__domains_per_conn=0.00929478; network__n_unique_tlds=0.0082367,0.5616050616050616,0.5292207792207793,0.5954362603900455
Fused pseudo sensitivity,91,12,12,a310logger,a310logger,True,SRC,network__domains_per_conn=0.207909; disk__path_len=0.148545; network__n_unique_tlds=0.14631; disk__parent_sections=0.128211; network__n_public_service_domains=0.0940263; disk__parent_is_i386=0.0864327; disk__parent_is_dotnet=0.0632237; memory__total_processes=0.0593384; disk__parent_size=0.0533898; memory__path_entropy=0.0522142,0.6821511821511821,0.6996103896103897,0.8628430814687332
Fused pseudo sensitivity,93,4,7,Kovter,Phorpiex,False,SHAP,disk__parent_size=0.2468; disk__parent_is_gui=0.0661312; disk__parent_is_dotnet=0.0526221; disk__size_delta=0.0441756; memory__total_processes=0.03622; memory__n_registry_hklm=0.0217567; disk__parent_is_i386=0.0206092; memory__n_created_dll=0.0184613; network__avg_domain_len=0.0148145; disk__parent_sections=0.0120853,0.6876456876456876,0.8626623376623377,0.9175896508935508
Fused pseudo sensitivity,93,4,7,Kovter,Phorpiex,False,LIME,disk__parent_size=0.0440988; memory__total_processes=0.0380922; disk__size_delta=0.031068; disk__parent_is_dotnet=0.0178644; memory__n_created_dll=0.0102465; network__mean_domain_entropy=0.00983704; network__n_unique_ips=0.00881703; memory__n_registry_hklm=0.00645407; network__domains_per_conn=0.0063935; disk__parent_sections=0.00604256,0.5851648351648351,0.6407792207792207,0.8630630719641372
Fused pseudo sensitivity,93,4,7,Kovter,Phorpiex,False,SRC,disk__parent_is_gui=4.01994; network__n_public_service_domains=1.30609; disk__parent_size=0.633755; disk__parent_is_dotnet=0.57589; disk__size_delta=0.516518; network__avg_domain_len=0.394624; network__n_unique_ips=0.278565; network__n_public_ips=0.278562; network__mean_domain_entropy=0.178946; memory__n_created_tmp=0.151615,0.8181818181818181,0.8793506493506493,0.9980364819276817
Fused pseudo sensitivity,95,7,7,Phorpiex,Phorpiex,True,SHAP,disk__parent_size=0.169547; network__n_unique_ips=0.131392; network__n_public_ips=0.119862; disk__parent_is_dotnet=0.0639668; disk__size_delta=0.0518857; memory__total_processes=0.0249024; memory__n_created_dll=0.0198574; network__domains_per_conn=0.0162087; disk__parent_sections=0.015389; memory__n_created_tmp=0.0105127,0.8212121212121213,0.9062337662337662,0.9186733644902964
Fused pseudo sensitivity,95,7,7,Phorpiex,Phorpiex,True,LIME,disk__parent_size=0.0460678; network__n_unique_ips=0.0362782; network__n_public_ips=0.0348142; memory__total_processes=0.0282349; disk__parent_is_dotnet=0.0199745; network__n_public_service_domains=0.0168814; memory__n_created_dll=0.0152414; disk__size_delta=0.0148772; memory__n_created_tmp=0.0132086; network__n_unique_tlds=0.0104195,0.5082417582417582,0.49831168831168826,0.6197801754497848
Fused pseudo sensitivity,95,7,7,Phorpiex,Phorpiex,True,SRC,disk__size_delta=0.173943; disk__parent_size=0.126246; disk__parent_sections=0.122426; network__avg_domain_len=0.121479; disk__parent_is_dotnet=0.111321; memory__n_registry_hklm=0.108838; network__domains_per_conn=0.0979517; network__n_unique_tlds=0.0934018; memory__n_created_tmp=0.0804299; disk__parent_is_i386=0.0640238,0.8532467532467531,0.9166883116883117,0.9793411908656336
Fused pseudo sensitivity,96,16,16,redline,redline,True,SHAP,memory__total_processes=0.193074; memory__n_created_dll=0.112527; disk__parent_size=0.0711447; network__domains_per_conn=0.0464931; network__n_unique_ips=0.0407334; disk__size_delta=0.0395951; disk__parent_sections=0.0393247; network__n_public_ips=0.0373669; memory__path_entropy=0.0240996; disk__path_len=0.0212175,0.7523310023310023,0.8950000000000001,0.9818295514022924
Fused pseudo sensitivity,96,16,16,redline,redline,True,LIME,memory__total_processes=0.256107; memory__n_created_dll=0.098644; network__n_public_ips=0.030335; disk__parent_is_i386=0.0279559; network__n_unique_ips=0.0274858; network__domains_per_conn=0.0238469; memory__n_registry_hklm=0.0222564; disk__parent_is_dotnet=0.0184292; disk__parent_sections=0.0161992; network__n_public_service_domains=0.00608065,0.5471819846819846,0.5405194805194805,0.7808123923657229
Fused pseudo sensitivity,96,16,16,redline,redline,True,SRC,disk__parent_size=0.307861; disk__size_delta=0.300281; memory__modules_count=0.136366; disk__path_len=0.12031; disk__parent_is_gui=0.112523; memory__path_len=0.0988616; network__domains_per_conn=0.090948; disk__parent_is_dotnet=0.0747318; disk__parent_sections=0.0621013; network__avg_domain_len=0.0572482,0.5418914418914419,0.5184415584415585,0.8099936077396194
Fused pseudo sensitivity,98,16,16,redline,redline,True,SHAP,memory__total_processes=0.228775; memory__n_created_dll=0.13554; disk__parent_size=0.0814676; disk__size_delta=0.0582288; network__domains_per_conn=0.0459841; network__avg_domain_len=0.0415264; disk__path_len=0.033234; disk__parent_is_i386=0.0322962; network__mean_domain_entropy=0.0311951; network__n_public_ips=0.0289852,0.8030303030303031,0.9152597402597401,0.9944592227190642
Fused pseudo sensitivity,98,16,16,redline,redline,True,LIME,memory__total_processes=0.255046; memory__n_created_dll=0.093411; network__n_public_ips=0.0345595; network__n_unique_ips=0.0295471; disk__parent_is_i386=0.027754; network__avg_domain_len=0.0256489; disk__parent_is_dotnet=0.0240491; memory__n_created_tmp=0.0209776; network__mean_domain_entropy=0.0165666; disk__size_delta=0.0158958,0.5848151848151848,0.6962337662337662,0.8997040780711252
Fused pseudo sensitivity,98,16,16,redline,redline,True,SRC,memory__modules_count=0.307526; disk__path_len=0.197931; network__mean_domain_entropy=0.179639; disk__parent_is_i386=0.158625; memory__path_entropy=0.127501; disk__size_delta=0.112013; memory__n_created_tmp=0.0897658; memory__n_created_dll=0.0845123; disk__parent_is_gui=0.0833181; disk__parent_sections=0.0705382,0.8890442890442891,0.8873376623376622,0.9749762428565736
Fused pseudo sensitivity,99,4,4,Kovter,Kovter,True,SHAP,disk__size_delta=0.182558; disk__parent_size=0.135399; disk__parent_is_i386=0.0890262; disk__parent_is_dotnet=0.0586758; disk__parent_sections=0.053541; network__n_public_ips=0.043969; network__n_unique_ips=0.0430174; memory__total_processes=0.0419324; network__avg_domain_len=0.027315; disk__path_len=0.0272001,0.8833333333333334,0.9379870129870131,0.9938729375758543
Fused pseudo sensitivity,99,4,4,Kovter,Kovter,True,LIME,memory__path_len=0.0941504; disk__parent_is_i386=0.0493862; disk__parent_is_dotnet=0.0406069; disk__size_delta=0.0334025; memory__n_created_dll=0.0324758; disk__parent_size=0.0241563; memory__total_processes=0.0235421; network__mean_domain_entropy=0.0203666; disk__parent_sections=0.0161373; network__avg_domain_len=0.0136244,0.7424242424242424,0.6729220779220779,0.5372789544767218
Fused pseudo sensitivity,99,4,4,Kovter,Kovter,True,SRC,memory__n_created_dll=0.362199; memory__total_processes=0.356137; network__domains_per_conn=0.256857; disk__parent_is_i386=0.241158; network__avg_domain_len=0.228621; memory__path_entropy=0.210148; memory__n_created_tmp=0.196504; disk__parent_is_dotnet=0.176726; disk__parent_is_gui=0.105731; memory__n_registry_hklm=0.103389,0.7053446553446553,0.768766233766234,0.943791371517255
Fused pseudo sensitivity,103,8,12,QuasarRAT,a310logger,False,SHAP,disk__parent_size=0.124681; disk__path_len=0.0578523; memory__total_processes=0.0357321; disk__size_delta=0.0308144; network__domains_per_conn=0.0303569; memory__n_created_tmp=0.0257852; network__avg_domain_len=0.0233692; disk__parent_is_i386=0.0212485; network__mean_domain_entropy=0.0204973; memory__path_len=0.0136751,0.8136363636363637,0.9022077922077922,0.962997278228148
Fused pseudo sensitivity,103,8,12,QuasarRAT,a310logger,False,LIME,disk__parent_size=0.0335827; disk__path_len=0.0322256; memory__total_processes=0.0236171; disk__parent_is_i386=0.0231943; memory__modules_count=0.0158829; disk__size_delta=0.0139832; memory__n_created_dll=0.0114315; disk__parent_sections=0.00931589; network__domains_per_conn=0.00538611; network__n_public_ips=0.00463343,0.6207126207126207,0.556575948820198,0.8021360232096718
Fused pseudo sensitivity,103,8,12,QuasarRAT,a310logger,False,SRC,disk__parent_is_i386=0.25394; network__avg_domain_len=0.228709; network__n_public_service_domains=0.219837; network__mean_domain_entropy=0.207422; network__domains_per_conn=0.198005; memory__path_entropy=0.178703; memory__n_created_tmp=0.171036; network__n_unique_tlds=0.12504; disk__size_delta=0.0901477; disk__parent_size=0.0884585,0.6327505827505828,0.6778571428571428,0.9129304637896011
Fused pseudo sensitivity,107,7,7,Phorpiex,Phorpiex,True,SHAP,disk__parent_size=0.311865; disk__parent_is_dotnet=0.0709845; disk__size_delta=0.0505787; memory__total_processes=0.0440773; network__avg_domain_len=0.0358562; memory__n_registry_hklm=0.0240759; network__n_public_ips=0.0222952; disk__parent_is_i386=0.0195131; network__n_unique_ips=0.0186242; network__mean_domain_entropy=0.0178072,0.6165501165501164,0.7875324675324675,0.8633925145302014
Fused pseudo sensitivity,107,7,7,Phorpiex,Phorpiex,True,LIME,disk__parent_size=0.0509969; memory__total_processes=0.032538; network__n_unique_ips=0.0221935; disk__parent_is_dotnet=0.0212466; network__n_public_ips=0.0179762; network__mean_domain_entropy=0.0174094; memory__n_created_tmp=0.0101717; disk__size_delta=0.0101347; network__domains_per_conn=0.00868752; disk__parent_sections=0.00815011,0.5634365634365632,0.5149116568832293,0.6724685143156208
Fused pseudo sensitivity,107,7,7,Phorpiex,Phorpiex,True,SRC,network__avg_domain_len=0.165015; memory__total_processes=0.141538; disk__size_delta=0.134205; memory__n_created_tmp=0.110357; network__mean_domain_entropy=0.0809318; memory__n_created_dll=0.0770392; network__n_public_ips=0.0727343; network__n_unique_ips=0.0727282; disk__parent_size=0.0505124; disk__parent_sections=0.0491403,0.8193473193473194,0.9386363636363635,0.9854463246628129
Fused pseudo sensitivity,111,16,16,redline,redline,True,SHAP,memory__total_processes=0.246024; memory__n_created_dll=0.153301; disk__parent_size=0.0803402; disk__size_delta=0.0572578; disk__path_len=0.0555765; network__domains_per_conn=0.0507304; network__avg_domain_len=0.0436321; disk__parent_sections=0.0358031; network__mean_domain_entropy=0.0344812; disk__parent_is_i386=0.0324399,0.8909090909090909,0.9342857142857139,0.992418497988705
Fused pseudo sensitivity,111,16,16,redline,redline,True,LIME,memory__total_processes=0.257807; memory__n_created_dll=0.100597; network__n_public_ips=0.0354146; disk__parent_is_i386=0.0316902; network__n_unique_ips=0.0291454; network__avg_domain_len=0.0285005; disk__path_len=0.0259381; memory__n_created_tmp=0.019631; disk__parent_sections=0.0173497; network__domains_per_conn=0.0145655,0.5536130536130536,0.5514935064935066,0.685010267334458
Fused pseudo sensitivity,111,16,16,redline,redline,True,SRC,memory__modules_count=0.126998; disk__parent_is_dotnet=0.114141; memory__n_created_tmp=0.108561; network__avg_domain_len=0.0674784; disk__parent_sections=0.0610571; network__mean_domain_entropy=0.0588381; disk__parent_is_i386=0.052822; memory__path_entropy=0.0448862; network__n_unique_tlds=0.0399971; memory__n_registry_hklm=0.036388,0.512012987012987,0.45493506493506486,0.8113749548386926
Fused pseudo sensitivity,112,17,17,wannacry,wannacry,True,SHAP,network__n_public_ips=0.161111; network__n_unique_ips=0.159651; network__avg_domain_len=0.15518; memory__total_processes=0.13724; network__mean_domain_entropy=0.0881463; memory__n_created_dll=0.0666576; disk__parent_size=0.0471511; disk__size_delta=0.0358366; disk__parent_is_i386=0.0208275; network__domains_per_conn=0.0186438,0.909090909090909,0.9721428571428572,0.9941191846963113
Fused pseudo sensitivity,112,17,17,wannacry,wannacry,True,LIME,network__n_public_ips=0.17971; network__n_unique_ips=0.168212; memory__total_processes=0.0889856; network__avg_domain_len=0.0551608; memory__n_created_dll=0.0386383; disk__parent_is_i386=0.0289051; network__mean_domain_entropy=0.0209467; disk__parent_is_dotnet=0.0197013; network__domains_per_conn=0.0194986; memory__n_registry_hklm=0.0178765,0.6932400932400932,0.6964935064935065,0.8276398930269702
Fused pseudo sensitivity,112,17,17,wannacry,wannacry,True,SRC,disk__size_delta=0.0469584; disk__parent_size=0.0242258; memory__n_created_dll=0.0195816; network__domains_per_conn=0.00906052; network__n_unique_tlds=0.00875473; network__mean_domain_entropy=0.00653544; network__avg_domain_len=0.00644741; disk__parent_is_i386=0.00475676; memory__modules_count=0.00425592; disk__parent_is_dotnet=0.00348586,0.5029304029304029,0.392077922077922,0.7764422318107405
Fused pseudo sensitivity,113,6,6,NanoCore,NanoCore,True,SHAP,disk__parent_size=0.0911402; disk__size_delta=0.052091; disk__parent_is_i386=0.0493019; disk__path_len=0.0468336; memory__total_processes=0.0367349; memory__n_created_dll=0.0360961; network__n_unique_ips=0.0211308; network__n_public_ips=0.0198989; memory__n_created_tmp=0.0192448; network__mean_domain_entropy=0.014008,0.9378787878787878,0.9465584415584415,0.9774706036707785
Fused pseudo sensitivity,113,6,6,NanoCore,NanoCore,True,LIME,memory__total_processes=0.0681769; disk__parent_size=0.0376421; network__n_public_ips=0.0358766; memory__n_created_dll=0.0355293; disk__parent_is_i386=0.0353168; disk__parent_is_dotnet=0.0352826; network__n_unique_ips=0.0279735; network__n_public_service_domains=0.0260922; disk__size_delta=0.0177658; memory__n_created_tmp=0.0165916,0.6658341658341658,0.6561038961038961,0.9138551546393494
Fused pseudo sensitivity,113,6,6,NanoCore,NanoCore,True,SRC,disk__parent_is_i386=0.377492; disk__parent_sections=0.2343; network__mean_domain_entropy=0.224885; memory__total_processes=0.200452; memory__n_created_dll=0.199749; memory__path_entropy=0.136393; memory__modules_count=0.128538; disk__path_len=0.112615; network__n_unique_ips=0.0866383; network__n_public_ips=0.086638,0.7175657675657676,0.7667532467532467,0.9182773691368485
Fused pseudo sensitivity,115,14,16,lockbit,redline,False,SHAP,memory__total_processes=0.158926; memory__n_created_dll=0.0969713; disk__path_len=0.0703446; disk__parent_size=0.0511293; memory__n_created_tmp=0.048658; memory__path_entropy=0.0388946; network__domains_per_conn=0.0244038; disk__parent_sections=0.0188657; disk__parent_is_i386=0.017694; disk__parent_is_dotnet=0.0135526,0.7198135198135198,0.8524675324675324,0.9840170043750776
Fused pseudo sensitivity,115,14,16,lockbit,redline,False,LIME,memory__total_processes=0.254731; memory__n_created_dll=0.0913273; network__n_public_ips=0.0355472; disk__parent_is_i386=0.0254777; disk__path_len=0.023887; network__n_unique_ips=0.0205022; memory__n_created_tmp=0.0158357; network__domains_per_conn=0.01308; network__mean_domain_entropy=0.0125563; memory__path_len=0.0120512,0.5421911421911421,0.5267532467532466,0.8186623666658337
Fused pseudo sensitivity,115,14,16,lockbit,redline,False,SRC,disk__parent_is_i386=0.0860115; disk__path_len=0.0853599; memory__total_processes=0.0557418; memory__path_len=0.0521249; memory__path_entropy=0.0492266; network__avg_domain_len=0.0430384; disk__parent_sections=0.0406533; network__n_public_service_domains=0.0384893; memory__n_created_dll=0.0370216; disk__parent_size=0.0358521,0.6029326066090771,0.5488961038961039,0.8565542968213858
Fused pseudo sensitivity,119,12,12,a310logger,a310logger,True,SHAP,disk__parent_size=0.155126; disk__path_len=0.0993057; disk__size_delta=0.0866924; memory__total_processes=0.063035; disk__parent_is_i386=0.0532351; memory__n_registry_hklm=0.0496413; disk__parent_is_dotnet=0.0397063; network__domains_per_conn=0.0351114; memory__n_created_dll=0.0276525; disk__parent_sections=0.0256316,0.8075757575757576,0.9040259740259741,0.9708128364423235
Fused pseudo sensitivity,119,12,12,a310logger,a310logger,True,LIME,memory__total_processes=0.0371275; disk__parent_size=0.0352262; disk__path_len=0.0351987; disk__parent_is_i386=0.0249135; disk__size_delta=0.0165222; disk__parent_sections=0.0100749; memory__n_registry_hklm=0.00999775; network__n_unique_ips=0.00681277; network__domains_per_conn=0.00550974; network__avg_domain_len=0.00527738,0.5127039627039627,0.4800130355274284,0.5799826661985643
Fused pseudo sensitivity,119,12,12,a310logger,a310logger,True,SRC,network__mean_domain_entropy=0.161443; memory__path_entropy=0.104708; disk__parent_sections=0.0997615; memory__path_len=0.0672476; disk__path_len=0.0560275; memory__n_created_dll=0.0491652; network__n_public_service_domains=0.0441836; network__domains_per_conn=0.0362281; memory__n_created_tmp=0.0350725; disk__parent_is_dotnet=0.031484,0.5821969696969698,0.5842207792207792,0.8653397996033829
Fused pseudo sensitivity,121,17,17,wannacry,wannacry,True,SHAP,network__n_public_ips=0.229812; network__n_unique_ips=0.216342; memory__total_processes=0.129774; memory__n_created_dll=0.0713819; disk__parent_size=0.0622571; disk__parent_sections=0.0431886; disk__size_delta=0.0391517; disk__parent_is_i386=0.0256999; network__domains_per_conn=0.0228283; network__avg_domain_len=0.0162633,0.9363636363636363,0.9681168831168832,0.9968451171213848
Fused pseudo sensitivity,121,17,17,wannacry,wannacry,True,LIME,network__n_public_ips=0.174467; network__n_unique_ips=0.174237; memory__total_processes=0.0911937; memory__n_created_dll=0.0241949; disk__parent_is_dotnet=0.0209029; network__avg_domain_len=0.0207687; disk__size_delta=0.0199123; disk__parent_is_i386=0.0171303; disk__parent_sections=0.0120825; memory__path_entropy=0.0102425,0.6658341658341658,0.6621428571428571,0.877515123911589
Fused pseudo sensitivity,121,17,17,wannacry,wannacry,True,SRC,disk__size_delta=0.122121; disk__parent_size=0.0325835; network__domains_per_conn=0.0217581; disk__parent_is_i386=0.0202901; disk__parent_is_dotnet=0.014869; memory__total_processes=0.0131495; network__n_public_service_domains=0.00812773; memory__n_created_dll=0.0077906; network__n_unique_tlds=0.00731663; disk__parent_is_gui=0.0071313,0.5842449217449217,0.47564935064935066,0.8737338514289025
Fused pseudo sensitivity,122,13,13,agenttesla,agenttesla,True,SHAP,memory__total_processes=0.206318; memory__n_created_dll=0.152674; disk__parent_is_dotnet=0.0749182; disk__size_delta=0.0575331; network__domains_per_conn=0.0561463; disk__parent_size=0.0533471; network__avg_domain_len=0.0447963; disk__path_len=0.042547; network__mean_domain_entropy=0.0392796; disk__parent_sections=0.0352817,0.6789044289044289,0.8703896103896105,0.9688340858771843
Fused pseudo sensitivity,122,13,13,agenttesla,agenttesla,True,LIME,memory__total_processes=0.0539487; disk__parent_is_dotnet=0.0359492; memory__n_created_dll=0.0251801; disk__size_delta=0.0209168; network__domains_per_conn=0.015115; disk__parent_sections=0.0131322; memory__n_registry_hklm=0.0114608; network__avg_domain_len=0.0112423; disk__path_len=0.0106334; memory__n_created_tmp=0.00974329,0.45902014652014655,0.5022727272727272,0.6258116702404672
Fused pseudo sensitivity,122,13,13,agenttesla,agenttesla,True,SRC,disk__parent_sections=0.0643171; disk__parent_is_gui=0.0322612; memory__modules_count=0.0314953; disk__parent_is_dotnet=0.017121; memory__n_registry_hklm=0.0161199; disk__parent_size=0.0155384; network__mean_domain_entropy=0.0103543; disk__path_len=0.00744711; network__avg_domain_len=0.00690345; memory__path_entropy=0.00688383,0.36250000000000004,0.16285714285714284,0.6257893546833294
Fused pseudo sensitivity,124,16,16,redline,redline,True,SHAP,memory__total_processes=0.190801; memory__n_created_dll=0.11881; disk__parent_size=0.055351; network__domains_per_conn=0.0435369; disk__parent_sections=0.0421435; memory__path_len=0.0416894; disk__size_delta=0.0337722; network__avg_domain_len=0.0319293; disk__path_len=0.02899; memory__n_created_tmp=0.0283345,0.7693473193473194,0.8975324675324675,0.98492228787243
Fused pseudo sensitivity,124,16,16,redline,redline,True,LIME,memory__total_processes=0.266786; memory__n_created_dll=0.103775; network__n_public_ips=0.0370016; disk__path_len=0.0286076; disk__parent_is_i386=0.0226301; memory__n_created_tmp=0.021894; network__domains_per_conn=0.0216632; network__avg_domain_len=0.0214085; network__n_unique_ips=0.0211519; disk__parent_is_dotnet=0.0197005,0.624125874125874,0.6324102963791529,0.8098903067163125
Fused pseudo sensitivity,124,16,16,redline,redline,True,SRC,disk__size_delta=0.21208; memory__total_processes=0.178675; disk__parent_size=0.139588; network__avg_domain_len=0.117704; disk__parent_is_i386=0.10909; network__n_unique_ips=0.104941; network__n_public_ips=0.10494; memory__n_created_tmp=0.0679043; memory__path_entropy=0.0518403; memory__path_len=0.0481503,0.5556100761983114,0.47831168831168824,0.8104561757195489
Fused pseudo sensitivity,127,7,7,Phorpiex,Phorpiex,True,SHAP,disk__parent_size=0.351725; network__n_unique_ips=0.110329; network__n_public_ips=0.10557; disk__size_delta=0.0633961; memory__total_processes=0.0629524; disk__parent_is_dotnet=0.0610322; network__avg_domain_len=0.0257144; memory__n_created_dll=0.0235358; disk__parent_sections=0.0220419; network__mean_domain_entropy=0.018647,0.9287878787878789,0.8768831168831168,0.8116386439259825
Fused pseudo sensitivity,127,7,7,Phorpiex,Phorpiex,True,LIME,disk__parent_size=0.0661988; network__n_public_ips=0.0453618; memory__total_processes=0.0423621; network__n_unique_ips=0.0322546; disk__parent_is_dotnet=0.0271385; disk__size_delta=0.0239639; network__avg_domain_len=0.020262; memory__n_created_dll=0.0163884; network__domains_per_conn=0.014439; network__mean_domain_entropy=0.0144069,0.6611888111888111,0.6565584415584416,0.6872235398300411
Fused pseudo sensitivity,127,7,7,Phorpiex,Phorpiex,True,SRC,network__domains_per_conn=0.0856184; memory__n_registry_hklm=0.0479057; disk__size_delta=0.0448816; memory__total_processes=0.0388615; disk__parent_sections=0.0376067; network__n_unique_tlds=0.0289395; disk__parent_is_i386=0.0276928; network__avg_domain_len=0.0272504; disk__path_len=0.025117; memory__n_created_dll=0.0234698,0.4268180349062701,0.3899350649350649,0.7921201975663564
Fused pseudo sensitivity,128,6,6,NanoCore,NanoCore,True,SHAP,disk__parent_size=0.148278; disk__parent_is_i386=0.117973; disk__parent_sections=0.0993939; memory__total_processes=0.0825801; disk__size_delta=0.0816201; memory__n_created_dll=0.0585819; disk__path_len=0.047524; network__n_unique_ips=0.0452001; network__n_public_ips=0.0430105; memory__n_created_tmp=0.0314719,0.809090909090909,0.913051948051948,0.9582822534967423
Fused pseudo sensitivity,128,6,6,NanoCore,NanoCore,True,LIME,memory__total_processes=0.0740502; memory__n_created_dll=0.0519937; disk__parent_is_i386=0.0459987; network__n_public_ips=0.0450904; disk__parent_size=0.0416045; network__n_unique_ips=0.0329583; disk__parent_sections=0.0325116; memory__n_created_tmp=0.0312991; disk__parent_is_dotnet=0.0267177; disk__size_delta=0.0228216,0.7663170163170163,0.7062987012987012,0.7600937655226419
Fused pseudo sensitivity,128,6,6,NanoCore,NanoCore,True,SRC,disk__parent_size=0.0958008; memory__path_entropy=0.0686756; memory__n_registry_hklm=0.0620822; memory__total_processes=0.0546193; memory__n_created_tmp=0.0535892; memory__n_created_dll=0.0495096; disk__parent_sections=0.0413714; disk__path_len=0.0344528; disk__parent_is_dotnet=0.0256492; disk__parent_is_i386=0.0184523,0.5309024309024308,0.4489610389610389,0.8065986633880001
Fused pseudo sensitivity,133,0,5,Akira,MedusaLocker,False,SHAP,disk__parent_size=0.0756329; disk__parent_is_dotnet=0.0702582; memory__n_registry_hklm=0.0606815; disk__size_delta=0.057963; memory__total_processes=0.0504552; disk__parent_is_i386=0.0328404; memory__n_created_dll=0.0290805; disk__parent_sections=0.0244493; disk__path_len=0.0188772; memory__n_created_tmp=0.0163011,0.9909090909090909,0.8521428571428571,0.9512848730986667
Fused pseudo sensitivity,133,0,5,Akira,MedusaLocker,False,LIME,disk__parent_is_dotnet=0.0363835; disk__parent_is_i386=0.0147809; disk__parent_size=0.0135344; disk__size_delta=0.0118819; memory__total_processes=0.0114483; memory__n_registry_hklm=0.0112983; network__n_unique_ips=0.00834857; disk__path_len=0.00803882; memory__n_created_dll=0.00778359; disk__parent_sections=0.00724805,0.6433566433566433,0.5851851920215103,0.6263879651566102
Fused pseudo sensitivity,133,0,5,Akira,MedusaLocker,False,SRC,disk__size_delta=0.0866971; network__avg_domain_len=0.0419629; network__domains_per_conn=0.01681; network__mean_domain_entropy=0.0144526; memory__n_registry_hklm=0.0104305; memory__path_entropy=0.00940519; disk__path_len=0.00774527; memory__path_len=0.00640937; memory__n_created_dll=0.00568373; disk__parent_is_dotnet=0.00319238,0.3968729799612153,0.1687012987012987,0.7751009401195759
Fused pseudo sensitivity,137,16,16,redline,redline,True,SHAP,memory__total_processes=0.217852; memory__n_created_dll=0.147164; disk__parent_size=0.0800937; disk__parent_sections=0.0561791; disk__path_len=0.0557314; network__domains_per_conn=0.0344153; network__avg_domain_len=0.0295322; memory__n_registry_hklm=0.0290924; memory__path_len=0.0286849; disk__size_delta=0.02705,0.7909090909090909,0.8912987012987015,0.9790851903714681
Fused pseudo sensitivity,137,16,16,redline,redline,True,LIME,memory__total_processes=0.249044; memory__n_created_dll=0.108938; disk__parent_is_i386=0.029179; network__n_unique_ips=0.0287915; network__n_public_ips=0.0282026; network__avg_domain_len=0.0243787; network__domains_per_conn=0.0230169; memory__n_registry_hklm=0.0210845; disk__path_len=0.0195936; memory__path_len=0.0164703,0.5134365634365634,0.5541625095711635,0.8368673436948804
Fused pseudo sensitivity,137,16,16,redline,redline,True,SRC,disk__size_delta=0.165572; memory__modules_count=0.0592625; network__avg_domain_len=0.0539773; disk__parent_size=0.044902; disk__parent_is_dotnet=0.0317583; memory__total_processes=0.029613; disk__parent_sections=0.0254803; disk__path_len=0.0226491; memory__path_len=0.0184992; network__n_public_service_domains=0.0183039,0.5458541458541457,0.6068181818181817,0.9361378813933972
Fused pseudo sensitivity,138,11,11,Stealc,Stealc,True,SHAP,disk__parent_sections=0.197927; disk__parent_is_i386=0.0508558; disk__parent_size=0.0473055; disk__size_delta=0.0439037; disk__parent_is_dotnet=0.0431454; memory__n_created_tmp=0.0415931; memory__total_processes=0.0352883; network__avg_domain_len=0.0343643; memory__n_created_dll=0.0335188; network__n_unique_tlds=0.0315054,0.8318181818181818,0.9428571428571428,0.9940093087143917
Fused pseudo sensitivity,138,11,11,Stealc,Stealc,True,LIME,disk__parent_sections=0.0464554; memory__total_processes=0.0322854; memory__n_created_tmp=0.0245884; disk__size_delta=0.0211267; network__n_unique_tlds=0.01757; disk__parent_is_dotnet=0.0167935; network__n_unique_ips=0.0151686; disk__parent_size=0.0138246; network__avg_domain_len=0.0110977; network__n_public_ips=0.00918157,0.657092907092907,0.6170129870129871,0.608455882761439
